Survey_Year,Age,Gender,Country,City_Size,Depression_Prevalence,Anxiety_Prevalence,Suicide_Rate,Substance_Use,Loneliness_Score,Overall_Mental_Health_Score,Internet_Usage_Hours_Per_Day,Social_Media_Usage,Screen_Time_Hours_Per_Day,Annual_Income,Education_Level,Employment_Status,Work_Life_Balance_Score,Family_Support_Score,Social_Support_Score,Physical_Activity_Level,Sleep_Quality_Score,Self_Reported_Challenges,Coping_Strategies,Internet_Impact_Description,Work_Stress_Factors,Family_Support_Description,Social_Media_Impact,Sleep_Quality_Factors,Loneliness_Feelings
1953,65,Non-binary,Australia,Urban,0.17036725078153114,0.7627568208115785,13.26044818401654,0.680228242,3.0015192339059826,9.640623298858774,0.0,Daily,0.0,96248.28845,Master’s,Student,8,4,3,Moderate,5,stress,therapy,comparison with others,long hours,critical,negativity,social media,unseen
2009,33,Non-binary,Australia,Suburban,0.4997056733346553,0.12052500222632356,21.693332515012347,0.072198409,7.100747688949653,8.23108805859301,0.6833565329908966,None,11.606417397859339,74247.10035,High School,Unemployed,2,5,8,Moderate,7,loneliness,hobbies,comparison with others,long hours,supportive,connected,insomnia,lonely in a crowd
1963,20,Female,Australia,Rural,0.5939406209434053,0.7627648111211612,21.63645357569954,0.030652502,5.087014177204728,3.2092052526263672,0.0,None,0.0,34960.14495,High School,Unemployed,10,4,1,Low,7,loneliness,meditation,comparison with others,job insecurity,distant,validation pressure,noise,lonely in a crowd
1958,37,Non-binary,United Kingdom,Rural,0.14840169648621537,0.43972863766353476,25.163865565606717,0.257682889,5.996330693440068,7.8753619314851635,0.0,None,0.0,58068.96812,Bachelor’s,Employed,1,3,5,High,4,fear of missing out,family time,comparison with others,high expectations,close-knit,comparison,overthinking,disconnected
2002,41,Female,India,Urban,0.39884141194697065,0.8555494904355281,7.487140367596119,0.462622957,9.39411993131927,1.138271036815638,0.8481563413447302,Sometimes,13.373524919938028,61446.97155,Bachelor’s,Employed,10,5,3,Low,5,anxiety,social media break,supportive community,low work-life balance,distant,positive influence,overthinking,unseen
1951,71,Male,Australia,Urban,0.9044014365169524,0.7389308599861465,19.428222279686594,0.868272505,5.7839845748693035,1.507141509442398,0.0,Daily,0.0,95382.97006,PhD,Unemployed,2,9,2,Moderate,3,exhaustion,exercise,informed,long hours,pressured,comparison,screen time,unseen
2009,73,Female,United Kingdom,Suburban,0.998899287046172,0.3765196406964849,6.562427989332862,0.72716907,3.7470384089342796,8.521594893906492,11.775262520590289,None,6.001003281414992,22067.13689,High School,Employed,2,8,8,Moderate,4,overwhelmed,family time,comparison with others,low work-life balance,understanding,negativity,overthinking,isolated
2020,50,Male,Canada,Suburban,0.9872144548311412,0.9035391853604525,9.398678506833445,0.742706521,2.9873287675631124,6.078129414033874,1.6703972993955492,None,11.688664056183926,46901.96468,PhD,Student,3,8,3,High,4,overwhelmed,talking to friends,informed,long hours,close-knit,validation pressure,diet,lonely in a crowd
1993,41,Female,Canada,Urban,0.8816745102868724,0.28333713927531035,13.137522571403563,0.425493334,9.027935830580551,4.35976907527045,9.587191294236373,Daily,9.044212226009162,71759.63013,Master’s,Employed,10,8,7,Low,3,exhaustion,exercise,informed,long hours,critical,positive influence,overthinking,unseen
1957,69,Non-binary,United Kingdom,Suburban,0.3946600879499458,0.9669886314359233,22.684731010736648,0.345934993,9.880525591043927,7.664125238799716,0.0,Sometimes,0.0,46884.67425,High School,Student,7,8,1,Moderate,5,fear of missing out,exercise,isolated,lack of support,close-knit,negativity,social media,not understood
1996,28,Non-binary,United Kingdom,Urban,0.6865742920747842,0.7672033839556843,29.346949375102035,0.371038763,3.266489430054566,2.029266853610944,11.685367061819129,None,1.165534684929551,82843.40474,High School,Student,2,7,6,Moderate,5,lack of motivation,exercise,supportive community,long hours,close-knit,connected,overthinking,disconnected
1984,66,Male,India,Suburban,0.4165922277841987,0.9906748512711893,13.563020359647766,0.987649564,7.497403643228925,3.580178151183494,0.0,None,0.0,68186.74793,Master’s,Student,1,8,3,Moderate,7,lack of motivation,therapy,comparison with others,deadlines,emotionally supportive,distraction,screen time,not understood
1985,25,Male,India,Urban,0.6485270268242028,0.053904616398477545,18.028612135067107,0.040109191,5.551772372490692,7.548477060051685,0.0,Sometimes,0.0,56171.02549,Master’s,Student,6,8,8,High,4,fear of missing out,talking to friends,connected,high expectations,close-knit,comparison,work stress,not understood
1999,53,Male,Canada,Urban,0.30943247096948323,0.2740360458771308,11.476389885560884,0.867031496,7.287246981631634,2.864519406404038,2.046671329004993,None,9.714854200010862,114920.8627,PhD,Student,9,8,6,Moderate,4,lack of motivation,exercise,overwhelmed by information,high expectations,critical,information overload,noise,missing companionship
1953,55,Female,Australia,Urban,0.606202253610332,0.7412642565144733,21.887240515240368,0.578675409,9.677931154935797,6.405783677910877,0.0,None,0.0,83215.94992,PhD,Employed,3,10,2,Moderate,9,loneliness,social media break,excessive screen time,low work-life balance,distant,information overload,social media,missing companionship
1951,57,Female,Canada,Suburban,0.5237584965528499,0.9222497012503753,14.164646698761162,0.438615419,3.4847805557912235,5.028969254304808,0.0,Rarely,0.0,32994.13723,Master’s,Student,6,7,6,Low,6,overwhelmed,journaling,connected,long hours,close-knit,validation pressure,diet,disconnected
1955,37,Male,Australia,Suburban,0.024480265813199953,0.02877081711945295,17.03990433595694,0.72525766,7.659513838536761,2.8212744171015407,0.0,None,0.0,76009.16974,PhD,Employed,3,1,7,Low,4,fear of missing out,exercise,supportive community,deadlines,unavailable,connected,work stress,not understood
2003,79,Non-binary,Australia,Suburban,0.7907029037461137,9.295975584744376e-06,19.195321896265717,0.486668941,4.941521295689645,8.99544438826338,8.507525950021085,None,5.334257638065646,98073.18532,Master’s,Student,1,4,5,Moderate,2,overwhelmed,therapy,overwhelmed by information,low work-life balance,understanding,comparison,social media,unseen
1953,52,Female,India,Urban,0.011897832245155615,0.25624262925624774,22.156058247681916,0.873423238,6.872807020304211,4.919748033406149,0.0,None,0.0,90848.96975,High School,Unemployed,5,4,3,Moderate,6,exhaustion,family time,supportive community,lack of support,close-knit,connected,irregular schedule,lonely in a crowd
2003,65,Female,United States,Suburban,0.29315594225330177,0.8527786766315614,6.501291532243831,0.900701864,4.659867242961738,6.3895597804669295,10.3896234597405,None,5.3747851732543666,37208.92293,High School,Student,10,5,4,Low,2,stress,talking to friends,informed,low work-life balance,understanding,comparison,insomnia,disconnected
2012,79,Female,United States,Suburban,0.00592406545400237,0.767153102143225,18.872527344664842,0.421720927,7.37502382149379,3.2773387184674423,7.455290423150641,None,5.699617877408562,117241.9999,Bachelor’s,Unemployed,4,10,4,High,5,loneliness,hobbies,overwhelmed by information,low work-life balance,unavailable,validation pressure,irregular schedule,isolated
1967,42,Male,United Kingdom,Urban,0.3762014132951982,0.340277462168857,15.7791024453609,0.276827797,4.037514204947801,4.12124459521915,0.0,None,0.0,64881.36457,High School,Student,7,6,6,High,6,burnout,therapy,informed,long hours,unavailable,validation pressure,overthinking,not understood
1993,52,Male,India,Rural,0.0631605281641393,0.002011264345435748,8.344127161991679,0.592350329,5.395195878334646,1.440854546918747,3.327297579965657,None,12.587187770974193,35902.50037,Master’s,Student,6,4,10,High,4,loneliness,exercise,connected,lack of support,understanding,information overload,work stress,disconnected
1983,42,Male,Australia,Urban,0.9135109668312412,0.5547057409537272,10.200916708284042,0.912363346,7.379142804114021,5.3489289935354085,0.0,None,0.0,38019.57541,PhD,Student,10,2,1,High,3,fear of missing out,talking to friends,connected,low work-life balance,supportive,connected,overthinking,alone
2023,46,Male,United States,Suburban,0.4156792951628686,0.23795547145095086,27.097252277503436,0.210662189,1.3843611810303464,4.103614664393708,8.240603058069173,Daily,13.001440333743787,29823.49922,Bachelor’s,Unemployed,7,6,4,High,7,burnout,journaling,overwhelmed by information,deadlines,pressured,positive influence,insomnia,alone
2011,35,Male,Australia,Urban,0.45949577486441007,0.7456089284998436,26.79440022750592,0.622966584,3.95280578146489,3.964633939637229,11.004331235562942,Rarely,6.980901052263453,100351.8108,PhD,Unemployed,5,8,10,High,2,stress,exercise,overwhelmed by information,deadlines,emotionally supportive,information overload,social media,missing companionship
1963,63,Non-binary,United States,Rural,0.34985023609085486,0.446349664382626,5.8332563605918715,0.63156022,5.9156623236407455,9.009489617732305,0.0,None,0.0,32203.04943,Master’s,Student,4,8,4,High,6,fear of missing out,therapy,comparison with others,high expectations,supportive,connected,insomnia,lonely in a crowd
1997,35,Non-binary,United States,Urban,0.6275061542017663,0.6786019230476671,22.235037280906308,0.733113022,1.6672166025999073,7.334829083938085,7.432733377837794,None,1.0646704499273267,32512.52571,High School,Employed,7,7,10,High,4,anxiety,meditation,supportive community,lack of support,supportive,information overload,screen time,unseen
1964,19,Male,United States,Suburban,0.7844081166182038,0.8523088298882903,18.85468282843385,0.131567685,7.328410939008797,5.1156057384822375,0.0,Rarely,0.0,105047.1615,Bachelor’s,Student,7,6,1,Low,6,overwhelmed,social media break,comparison with others,lack of support,distant,positive influence,insomnia,lonely in a crowd
2021,71,Female,India,Rural,0.6481467430489779,0.5357597995185033,28.495396078681214,0.715824965,8.319582608425272,2.7581608653913756,9.931551813984965,None,2.127317348343298,54460.40844,Master’s,Unemployed,6,2,9,High,4,stress,hobbies,supportive community,high expectations,emotionally supportive,distraction,screen time,lonely in a crowd
2011,52,Male,Canada,Suburban,0.7482071183951275,0.33595554072829237,27.700142775560394,0.909032521,2.469945786056732,9.759262640105703,11.584606969549615,None,3.7021925583265984,23085.79043,Bachelor’s,Student,8,7,4,High,4,overwhelmed,family time,comparison with others,low work-life balance,emotionally supportive,distraction,insomnia,lonely in a crowd
1989,33,Non-binary,Australia,Rural,0.9059736635092605,0.769543546015249,19.48904782130905,0.179683109,7.601167009542528,1.6728876156176702,0.0,Sometimes,0.0,25189.52995,Bachelor’s,Unemployed,4,5,7,High,4,lack of motivation,therapy,informed,lack of support,supportive,distraction,noise,lonely in a crowd
2002,78,Non-binary,India,Rural,0.8635465316714287,0.26518723977117786,8.47387303296259,0.237543325,6.815801212843899,2.2249543166630783,5.044359648794515,None,9.920516619666284,34217.04467,High School,Unemployed,10,6,3,Moderate,9,anxiety,talking to friends,overwhelmed by information,deadlines,close-knit,distraction,screen time,isolated
1973,58,Female,India,Urban,0.6740584527536958,0.8915188161064341,16.495375591732504,0.971395094,4.697906309767947,3.4328938533434266,0.0,None,0.0,41339.3348,Master’s,Unemployed,5,10,10,Low,7,anxiety,hobbies,connected,deadlines,distant,negativity,work stress,isolated
1975,53,Non-binary,India,Urban,0.2146379629044286,0.07142764673293578,23.129109173225146,0.180976953,2.484893188403286,9.590755197930338,0.0,Daily,0.0,86514.61942,PhD,Student,4,8,3,Low,3,stress,hobbies,supportive community,long hours,distant,comparison,overthinking,missing companionship
2009,50,Male,India,Suburban,0.6377028510419288,0.8354686411085447,28.793415877246783,0.854385093,9.593905260557692,3.5099389476753338,0.24894728440525915,None,6.383855907393642,35732.628,Bachelor’s,Unemployed,1,8,8,Low,3,anxiety,hobbies,supportive community,lack of support,unavailable,negativity,diet,disconnected
1990,21,Female,India,Urban,0.5060830957405109,0.09155572727095107,14.095735143814565,0.492277856,5.1760987971620125,5.422836897851894,5.838099850501797,None,13.074172994580884,31887.43912,Bachelor’s,Unemployed,8,3,8,High,6,burnout,exercise,connected,low work-life balance,critical,negativity,overthinking,alone
1978,50,Male,United Kingdom,Urban,0.7172192310104201,0.05613698040981574,24.616786898838797,0.247231074,2.652791070566425,7.850482561725538,0.0,None,0.0,96471.91415,PhD,Student,1,7,1,High,6,anxiety,social media break,comparison with others,high expectations,emotionally supportive,negativity,irregular schedule,lonely in a crowd
1964,31,Male,Australia,Rural,0.8329316483929149,0.3632569373481609,22.083518832043094,0.870749901,7.463478211915322,9.362670703445453,0.0,Daily,0.0,87105.52839,Master’s,Unemployed,5,1,10,Moderate,4,overwhelmed,exercise,supportive community,high expectations,supportive,distraction,overthinking,missing companionship
1994,38,Female,India,Urban,0.7427214971864174,0.956549354474828,6.957319428556553,0.445305255,6.4710815999459195,6.445810083422868,2.108014770960477,None,7.733816903175326,63532.42215,Bachelor’s,Student,6,1,2,Low,9,overwhelmed,talking to friends,excessive screen time,low work-life balance,unavailable,positive influence,social media,disconnected
2014,65,Male,Australia,Rural,0.8465611699612853,0.9834860541916022,18.949421257157198,0.514817354,8.345781909106424,4.458496624776582,9.490007698793113,Sometimes,7.5931524381212885,74930.97715,Bachelor’s,Unemployed,6,7,8,High,4,fear of missing out,exercise,informed,job insecurity,understanding,validation pressure,noise,alone
2020,37,Non-binary,United Kingdom,Rural,0.06386637334102385,0.2020705009661593,9.587720838484646,0.359233369,9.964870405322024,9.86957785054321,3.030404254187447,Sometimes,14.869603339491889,51198.40203,Bachelor’s,Employed,5,10,1,Low,9,overwhelmed,meditation,overwhelmed by information,long hours,pressured,validation pressure,insomnia,not understood
1958,73,Male,United Kingdom,Rural,0.031620038237463954,0.14863755566206616,22.08873230444411,0.592950851,1.4038044965103216,1.2354636262969645,0.0,None,0.0,68250.04202,Master’s,Employed,3,9,8,Moderate,4,fear of missing out,social media break,connected,high expectations,critical,comparison,irregular schedule,unseen
1950,25,Female,Australia,Suburban,0.25850056769959395,0.3529533315547776,20.25212117351598,0.163523873,7.653841830347764,8.489558498018727,0.0,None,0.0,70667.2649,Master’s,Unemployed,5,7,8,Moderate,2,overwhelmed,social media break,overwhelmed by information,lack of support,critical,distraction,social media,isolated
1957,24,Female,United States,Suburban,0.9006660841086284,0.33708684088107377,29.326202290845828,0.391081537,9.90217800196049,3.4968683741918833,0.0,None,0.0,58723.72712,PhD,Employed,8,10,2,Moderate,2,burnout,talking to friends,excessive screen time,long hours,critical,distraction,social media,not understood
2012,20,Female,Canada,Suburban,0.8236592509839739,0.7595928827379745,28.384566628120236,0.969412322,5.844084750658882,8.357066314064518,0.7650130718383115,None,7.293155040306321,110657.2211,Master’s,Student,2,5,4,Low,5,exhaustion,family time,supportive community,lack of support,distant,distraction,screen time,alone
1960,34,Male,United States,Rural,0.6827272977953116,0.44399902074672615,5.23432083997203,0.258133433,7.441318488181879,2.459501904399687,0.0,None,0.0,21606.1865,Master’s,Employed,6,8,6,High,4,fear of missing out,meditation,supportive community,deadlines,understanding,information overload,overthinking,not understood
1957,50,Female,United States,Suburban,0.7007586674397159,0.7798835857345133,7.00073575429249,0.656736665,4.969994634930986,4.12136573533474,0.0,None,0.0,98217.12631,High School,Unemployed,9,2,9,High,7,loneliness,therapy,excessive screen time,long hours,critical,connected,work stress,unseen
1984,65,Female,United States,Suburban,0.7266704692582125,0.7487130970250458,24.228357785739032,0.325190064,4.210963426076626,1.5037419417565663,0.0,None,0.0,32438.28312,PhD,Unemployed,8,9,8,Moderate,5,lack of motivation,exercise,connected,high expectations,understanding,information overload,diet,missing companionship
1984,29,Male,India,Urban,0.9426027004847469,0.5783104301259233,22.14107682440192,0.773473126,7.268122826532138,2.796600304759286,0.0,None,0.0,99754.73605,Bachelor’s,Student,8,6,8,High,6,stress,journaling,informed,long hours,close-knit,connected,work stress,alone
1982,76,Non-binary,United Kingdom,Suburban,0.8321911523075576,0.8335120997416551,25.023639962922285,0.130873661,9.892804636968014,6.425131027493741,0.0,None,0.0,81591.19157,Master’s,Unemployed,8,9,7,Moderate,4,overwhelmed,exercise,isolated,long hours,critical,distraction,irregular schedule,not understood
1954,68,Male,United States,Suburban,0.6233903870270475,0.1956477465527071,11.670373066708091,0.969821045,1.8249977411678258,7.853518507168674,0.0,Rarely,0.0,104327.8091,Bachelor’s,Student,7,2,9,Low,2,anxiety,hobbies,connected,long hours,pressured,distraction,noise,isolated
1990,39,Female,United Kingdom,Rural,0.6657154352571405,0.1618104956605133,26.233069219061914,0.453789541,4.7990933237974485,9.201041148488805,4.897940417023905,None,7.854128545653184,29751.43256,Bachelor’s,Employed,8,3,2,Moderate,9,exhaustion,exercise,isolated,job insecurity,understanding,information overload,work stress,isolated
1977,72,Female,Australia,Rural,0.21374026206112196,0.7506502585026682,16.060486799703398,0.236050463,9.465569226374036,2.077169830829293,0.0,Rarely,0.0,75898.06341,High School,Employed,6,8,3,Low,7,overwhelmed,therapy,excessive screen time,long hours,understanding,information overload,insomnia,disconnected
